377
12
|
SCRIPT_TYPE1|SCRIPT_TYPE10|SCRIPT_TYPE11|SCRIPT_TYPE12|SCRIPT_TYPE2|SCRIPT_TYPE3|SCRIPT_TYPE4|SCRIPT_TYPE5|SCRIPT_TYPE6|SCRIPT_TYPE7|SCRIPT_TYPE8|SCRIPT_TYPE9|Christlein_Nb|Class|Orig_Format|Duplicate_Format|Duplicate|RGB/BW|ImgFileName|FileName|Orig_ImgFileName|Tensmeyer_Nb|FILENAME
0.0286841675849|0.00513916080748|0.190783544523|5.54957933495e-05|0.00349462687394|0.168872248312|0.00472531237043|0.0649483186116|0.0726029483538|0.392597598266|0.0234749808693|0.0446215976343|11|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native.jpg|31|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native.jpg
0.0216865691184|0.00487959010809|0.287548914151|0.00490059063308|0.00373549176006|0.0150931515261|2.08524322146e-05|0.00056780200517|0.354014493682|0.193855446789|0.107286489723|0.0064106080727|12|Script-3-add|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_100_0002_jpg.bmp|FRAD021_15_H_100_0002_jpg.bmp|FRAD021_15_H_100_0002.jpg|214|FRAD021_15_H_100_0002.jpg
0.00956512253496|0.000142303238231|0.408255097459|0.0404385740123|0.000231994764503|0.00336804760441|0.000520298010511|0.000540753011386|0.234969395069|0.269702757122|0.0317770010033|0.000488656170405|13|Script-3b|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_107_0016_tif.bmp|FRAD021_15_H_107_0016_tif.bmp|FRAD021_15_H_107_0016.tif|154|FRAD021_15_H_107_0016.jpg
0.0174038020869|0.00459963178107|0.274864414805|0.00453890345861|0.0330858943625|0.175922096579|1.96914345792e-05|0.100802692817|0.34101926964|0.018366648733|0.0285487061738|0.000828248128171|14|Script-3c|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_190_0004_tif.bmp|FRAD021_15_H_190_0004_tif.bmp|FRAD021_15_H_190_0004.tif|294|FRAD021_15_H_190_0004.jpg
0.0123520513555|0.0474675087514|0.431740696009|0.00140515431943|0.0124844159874|0.0191806110011|0.00292679448821|0.114487221125|0.23399535706|0.0761041273072|0.0199460617612|0.0279100008348|15|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native.jpg|229|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native.jpg
0.0195012898199|0.000454795057113|0.392095834312|0.00865068097255|0.00128427239605|0.022250946963|0.00133401145086|0.0476168567624|0.125308524675|0.292274832952|0.083349073727|0.0058788809123|16|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_183_0002_tif.bmp|FRAD021_15_H_183_0002_tif.bmp|FRAD021_15_H_183_0002.tif|189|FRAD021_15_H_183_0002.jpg
0.00466591347337|0.0289839900963|0.218953500344|0.00334331823845|0.02819006808|0.208804893475|0.00030669302268|0.00984932325606|0.317104243403|0.10418637439|0.074369136345|0.00124254587629|17|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_257_0024_tif.bmp|FRAD021_15_H_257_0024_tif.bmp|FRAD021_15_H_257_0024.tif|325|FRAD021_15_H_257_0024.jpg
0.00542779922815|0.00184016831515|0.430280326052|0.00319781769367|0.000735952699951|0.0253073751586|0.000640139715185|0.025762017606|0.392193977524|0.0712089149304|0.0363273408588|0.00707817021726|18|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_66_0014_tif.bmp|FRAD021_15_H_66_0014_tif.bmp|FRAD021_15_H_66_0014.tif|66|FRAD021_15_H_66_0014.jpg
0.0162576622544|0.0080444260638|0.379126727923|0.0122589298286|0.00182350439156|0.00779214704858|0.000266548618257|0.015477098176|0.508775760096|0.0209221102107|0.0260910605711|0.00316402481829|19|Script-3a|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_199_0006_tif.bmp|FRAD021_15_H_199_0006_tif.bmp|FRAD021_15_H_199_0006.tif|164|FRAD021_15_H_199_0006.jpg
0.0197979806053|0.015014353115|0.224478039446|0.0418340605043|0.00164613611004|0.0140462560545|2.95954961479e-05|0.0115485298546|0.49438069933|0.129474818444|0.0311256104073|0.0166239206324|20|Script-2b|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_284_0002_tif.bmp|FRAD021_15_H_284_0002_tif.bmp|FRAD021_15_H_284_0002.tif|271|FRAD021_15_H_284_0002.jpg
0.0590803992211|0.00170405186808|0.493219687882|0.00112421709944|0.000346263938373|0.0236711440441|0.00052521050468|0.0232629443602|0.02108549163|0.0980529938415|0.277136549777|0.000791045833428|21|Script-3a|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_203_0010_tif.bmp|FRAD021_15_H_203_0010_tif.bmp|FRAD021_15_H_203_0010.tif|344|FRAD021_15_H_203_0010.jpg
0.0244101890673|0.0136497717388|0.593948649611|0.00227941446247|0.0171728966816|0.00234333092365|0.00036454132783|0.0103599017391|0.220764838349|0.0655788922202|0.048974582057|0.000152991821866|22|Script-3a|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_181_0008_tif.bmp|FRAD021_15_H_181_0008_tif.bmp|FRAD021_15_H_181_0008.tif|131|FRAD021_15_H_181_0008.jpg
0.00103662592693|0.00140627454411|0.115479064893|0.155235159239|0.0720401357835|0.00790042728846|0.00163395256243|0.0241238471629|0.384963411237|0.228424784332|0.00503551426147|0.00272080276913|23|Script-1|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_203_0002_tif.bmp|FRAD021_15_H_203_0002_tif.bmp|FRAD021_15_H_203_0002.tif|183|FRAD021_15_H_203_0002.jpg
0.00363482897432|0.0216996821781|0.0139537311558|0.177096815274|0.211161426201|0.0520100338364|0.00373330800821|0.0448404356315|0.204084758814|0.216111354247|0.0142588265403|0.0374147991388|24|Script-1|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_243_0004_tif.bmp|FRAD021_15_H_243_0004_tif.bmp|FRAD021_15_H_243_0004.tif|34|FRAD021_15_H_243_0004.jpg
0.00882109294333|0.000166655580408|0.244906793794|0.00860401590493|0.0985720075705|0.177634968722|0.0246635270506|0.00414160461901|0.375066583057|0.0413036491301|0.0070358247605|0.00908327686824|25|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native.jpg|237|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native.jpg
0.0194951431388|0.00138425346971|0.214608122855|0.00444928514381|0.000914290392378|0.00422756294502|1.49920816078e-05|0.0106563166368|0.49736176403|0.211781459147|0.0273820030711|0.00772480708877|26|Script-3c|JPG|D-jpg|Y11|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_193_0012_jpg.bmp|FRAD021_15_H_193_0012_jpg.bmp|FRAD021_15_H_193_0012.jpg|302|FRAD021_15_H_193_0012.jpg
0.0122707323551|0.0649510735214|0.41135403439|0.00457094672811|5.37478546671e-05|0.00117241537383|0.00031475596267|0.0456200072947|0.37045166921|0.0181077989133|0.0689766541234|0.00215616427253|27|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_278_0004_tif.bmp|FRAD021_15_H_278_0004_tif.bmp|FRAD021_15_H_278_0004.tif|242|FRAD021_15_H_278_0004.jpg
0.0146367368707|0.00108273004745|0.508220031671|0.00179686161733|0.00938453196567|0.00321017301881|8.68982647464e-05|0.0129821643051|0.292720120285|0.128894957399|0.026723396636|0.000261397918671|28|Script-3a|JPG|D-jpg|Y18|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_257_0002_jpg.bmp|FRAD021_15_H_257_0002_jpg.bmp|FRAD021_15_H_257_0002.jpg|309|FRAD021_15_H_257_0002.jpg
0.000644238316711|0.00732220693769|0.307489862215|0.107421219297|0.000107609139038|0.0828459334823|0.000186056305514|0.000948372879702|0.123028426821|0.115857400492|0.0397864750892|0.214362199024|29|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native.jpg|65|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native.jpg
0.0313785895237|0.000795102726121|0.587048351158|0.0114654769866|0.0108406621676|0.000288228226392|0.000470263867795|0.172948432665|0.0330525292643|0.0507071360654|0.0662730055603|0.0347322217893|30|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native.jpg|329|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native.jpg
0.00656082633173|0.0217564441871|0.248347127714|0.0891824709767|0.0532877371477|0.0792810233776|0.0161450017201|0.00542019932008|0.376345967498|0.0420672450358|0.0542223610672|0.00738359562346|31|Script-Chir1|JPG|D-jpg|Y8|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_148_0018_jpg.bmp|FRAD021_15_H_148_0018_jpg.bmp|FRAD021_15_H_148_0018.jpg|267|FRAD021_15_H_148_0018.jpg
0.0148162534595|0.000653706728891|0.154455572763|0.1332978134|0.00123677133656|0.000381423997211|0.0111935652951|0.00517906173459|0.481289443036|0.148466394727|0.0455674849059|0.00346250861583|32|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_65_0002_tif.bmp|FRAD021_15_H_65_0002_tif.bmp|FRAD021_15_H_65_0002.tif|167|FRAD021_15_H_65_0002.jpg
0.0179357986521|0.0005521244239|0.384511024646|0.00265266546061|0.055468106739|0.0104236494416|0.000179354859256|0.00200656637659|0.403797823995|0.0202601959652|0.0435740240797|0.058638665361|33|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native.jpg|273|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f10-full-full-0-native.jpg
0.00457974771828|0.00484195532704|0.0189045553487|0.0868138013724|0.335527490489|0.0549220402653|0.00355484946873|0.0480832933145|0.142275689295|0.24152207091|0.00571169011989|0.0532628163712|34|Script-1|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_190_0022_tif.bmp|FRAD021_15_H_190_0022_tif.bmp|FRAD021_15_H_190_0022.tif|265|FRAD021_15_H_190_0022.jpg
0.00398693342098|0.00212737446713|0.0412239504763|0.00405648177814|0.0672611147534|0.0539247670894|0.000391874147888|0.00279785046244|0.0510084078755|0.702896823546|0.0328872787648|0.0374371432178|35|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native.jpg|63|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f14-full-full-0-native.jpg
0.0459985041305|0.00240737647228|0.382157928647|0.033616133113|0.000573275525694|0.0179489461764|0.000273322600347|0.00668879182612|0.262722733037|0.165131853488|0.0792611971076|0.00321993787569|36|Script-3a|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_291_0002_tif.bmp|FRAD021_15_H_291_0002_tif.bmp|FRAD021_15_H_291_0002.tif|144|FRAD021_15_H_291_0002.jpg
0.00220611624927|0.00230294240177|0.65596282025|0.00504594547041|0.00375230986065|0.00245680443463|7.01487088346e-05|0.0386240005281|0.214328392697|0.0215272745029|0.0531249191472|0.000598325749368|37|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_163_0050_tif.bmp|FRAD021_15_H_163_0050_tif.bmp|FRAD021_15_H_163_0050.tif|156|FRAD021_15_H_163_0050.jpg
0.0139009410806|0.00106105784824|0.0324445085702|0.0016751996481|0.0550160806172|0.00369804939258|0.00111825235882|0.00447942662163|0.0265113825799|0.774380581232|0.0414425995584|0.0442719204922|38|LAT3162|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native.jpg|89|gallica.bnf.fr-iiif-ark_-12148-btv1b10541985k-f11-full-full-0-native.jpg
0.0138751626255|0.0117169483743|0.602302307422|0.00398866961814|0.00419433101872|0.0832941502938|0.0119716782285|0.00610166069344|0.234353581684|0.00246908497146|0.0252525570958|0.000479867973848|39|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_77_0005_tif.bmp|FRAD021_15_H_77_0005_tif.bmp|FRAD021_15_H_77_0005.tif|303|FRAD021_15_H_77_0005.jpg
0.0284334144221|0.00206585284635|0.527404184048|0.000581687224767|0.0190729463779|0.0493548144072|1.84368205966e-05|0.0160011066471|0.261281283218|0.0602728305406|0.021242116316|0.0142713271308|40|NA|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_82_0002_tif.bmp|FRAD021_15_H_82_0002_tif.bmp|FRAD021_15_H_82_0002.tif|205|FRAD021_15_H_82_0002.jpg
0.0266339826608|0.000848111293096|0.157763301878|0.00436767782328|0.00871339922072|0.00487497213771|7.94916908389e-05|0.0352238217698|0.0227345685612|0.616023466975|0.0558641935882|0.0668730124005|41|Script-2b|TIF|D-tif|Y16|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_199_0012_tif.bmp|FRAD021_15_H_199_0012_tif.bmp|FRAD021_15_H_199_0012.tif|326|FRAD021_15_H_199_0012.tif
0.0225360434485|0.000978324240691|0.164298948998|0.00096665652186|0.0143927384949|0.250207899948|0.000901998266211|0.0575731305294|0.405719334627|0.0503499180916|0.0117736884676|0.0203013183666|42|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native.jpg|327|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native.jpg
0.00590788751618|0.00132122187038|0.148038230516|0.00335797804339|0.00480250862508|0.00378156109664|6.82697160001e-05|0.0952115020308|0.398615118068|0.326428513864|0.00797985503912|0.00448735361468|43|Script-2b|TIF|D-tif|Y4|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_130_0002_tif.bmp|FRAD021_15_H_130_0002_tif.bmp|FRAD021_15_H_130_0002.tif|322|FRAD021_15_H_130_0002.tif
0.0316698774936|0.000240158939196|0.142929901231|0.0319888190309|0.0670678271641|0.0183784216638|0.000117186719909|0.0933736912781|0.519283318006|0.0400163047273|0.0161187017885|0.0388157919568|44|Script-1|TIF|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_163_0004_tif.bmp|FRAD021_15_H_163_0004_tif.bmp|FRAD021_15_H_163_0004.tif|96|FRAD021_15_H_163_0004.jpg
0.0731056207258|0.00235961437308|0.443370126378|0.00410362117853|0.0250438295457|0.013210516473|0.017857263727|0.03183371782|0.177428324689|0.0310514718235|0.0984904091312|0.0821454841356|45|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native.jpg|6|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native.jpg
0.0121444464327|0.0370609013962|0.1706778978|0.000331001667808|0.076614319391|0.067634313132|0.00416707581736|0.0801576840181|0.378790916813|0.127926615642|0.0388195587672|0.00567526912306|46|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native.jpg|21|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f11-full-full-0-native.jpg
0.0192055807688|0.00546285295081|0.26236573121|0.000270952765071|0.00214999633125|0.205447513249|0.00172192505128|0.0494373278712|0.338630599521|0.0583000656695|0.0310762527417|0.0259312018707|47|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native.jpg|318|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native.jpg
0.0195749796334|0.0244503917417|0.167277961919|0.137642967915|0.114269217382|0.0277685791827|0.000112859909587|0.0152512485218|0.172852815586|0.171021376069|0.0187411550443|0.131036447095|48|NA|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_66_0005_jpg.bmp|FRAD021_15_H_66_0005_jpg.bmp|FRAD021_15_H_66_0005.jpg|22|FRAD021_15_H_66_0005.jpg
0.0876437415177|0.00109297524864|0.244171399478|0.00792204978417|0.00952386680613|0.000831066950252|0.000982103189737|0.00154463532322|0.0529528896898|0.514054813996|0.0765092393306|0.00277121868543|49|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native.jpg|45|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native.jpg
0.0117917334499|0.000576961705139|0.47318488762|0.0018495294042|0.00594989812649|0.023136102964|0.000308128698466|0.00623961884044|0.34094287844|0.0115966649763|0.0599236243318|0.0644999714438|50|LAT2649|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native.jpg|13|gallica.bnf.fr-iiif-ark_-12148-btv1b100332814-f11-full-full-0-native.jpg
0.019446557815|0.00159897274646|0.424974630547|0.00565072455006|0.0068354111838|0.00575102937189|0.000408523804346|0.00461905184842|0.0953131808024|0.0960499299782|0.320238563623|0.0191134237285|51|Script-3-add|JPG|D-jpg|Y26|RGB|../../Fontenay_WriterID_small/FRAD021_15_H_320_0004_jpg.bmp|FRAD021_15_H_320_0004_jpg.bmp|FRAD021_15_H_320_0004.jpg|108|FRAD021_15_H_320_0004.jpg
0.00467715910713|0.0054827674023|0.190498313613|0.000313690121204|0.0797362854005|0.0235238872569|0.00369781401077|0.0743989420487|0.337133419619|0.245948435186|0.0331906600065|0.00139862622819|52|LAT1835A|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native.jpg|106|gallica.bnf.fr-iiif-ark_-12148-btv1b105437753-f12-full-full-0-native.jpg
